rating;name;release_date;comment;like;platform
9;BioShock Infinite Review;6 yrs ago;111;4;PS3
9;BioShock Infinite Review;6 yrs ago;2402;10;X360
6;League of Legends - Retail Launch Review;6 yrs ago;115;2;PC
8;Disney Infinity - A Parent's Take Review;6 yrs ago;254;1;X360
8.5;Far Cry 3: Blood Dragon Review;6 yrs ago;34;13;PS3
4;Knock-knock Review;6 yrs ago;18;2;PC
9;Sid Meier's Civilization V Review;6 yrs ago;15;15;PC
8;Pokemon X/Y Review;6 yrs ago;14;18;3DS
9.5;Civilization V: Brave New World Review;6 yrs ago;413;29;PC
7;Full Bore: The First Dig Review;6 yrs ago;3;0;PC
3;Blue Estate Prologue Review;6 yrs ago;41;6;PC
8;Pokemon X/Y Review;6 yrs ago;707;50;3DS
8;The Legend of Zelda: The Wind Waker HD Review;6 yrs ago;1184;13;WIIU
7.5;Assassin's Creed III Review;6 yrs ago;65;5;WIIU
8.5;Assassin's Creed III Review;6 yrs ago;2;43;X360
7.5;Assassin's Creed III: The Tyranny of King Washington - The Infamy Review;6 yrs ago;69;2;X360
5;Assassin's Creed III: The Tyranny Of King Washington - The Betrayal Review;6 yrs ago;60;5;PS3
6.5;Assassin's Creed III: The Tyranny of King Washington - The Redemption Review;6 yrs ago;45;5;X360
6;Madden NFL 25 Review;6 yrs ago;56;0;PS3
6;Madden NFL 25 Review;6 yrs ago;245;4;X360
6;Prime World Review;6 yrs ago;7;0;PC
9;League of Legends Review;6 yrs ago;351;34;PC
7;Boulder Dash-XL Review;6 yrs ago;0;0;X360
8.5;Little Big Planet PS Vita Review;6 yrs ago;0;4;VITA
9;BioShock Infinite Review;6 yrs ago;481;29;X360, PC
9;Journey Review;6 yrs ago;170;60;PS3
7;Rune Factory 4 Review;6 yrs ago;5;15;3DS
7.5;Beatbuddy: Tale of the Guardians Review;6 yrs ago;1;0;PC
8;Dishonored: The Brigmore Witches Review;6 yrs ago;54;3;X360
8.5;Grid 2 Review;6 yrs ago;8;15;PS3
1.5;Motorbike Review;6 yrs ago;546;6;PS3
9;Battlefield: Bad Company 2 Review;6 yrs ago;5;3;PC
8.5;Battlefield 3 Review;6 yrs ago;45;13;X360
6;Glare Review;6 yrs ago;5;1;PC
8.5;Tomb Raider Review;6 yrs ago;91;43;PC
8;NBA 2K14 Review;6 yrs ago;149;14;PS3
5;Sonic Lost World Review;6 yrs ago;563;6;WIIU
2;Montague's Mount Review;6 yrs ago;19;0;PC
7;Bionic Dues Review;6 yrs ago;7;1;PC
8;Grand Theft Auto V Review - Southland Sprawl Review;6 yrs ago;590;25;PS3
5;Salvation Prophecy Review;6 yrs ago;17;1;PC
9;The Stanley Parable Review;6 yrs ago;302;29;PC
6;PES 2014 Review;6 yrs ago;674;42;X360
8;Pro Evolution Soccer 2013 Review;6 yrs ago;26;62;PS3
7;Skylanders Swap Force Review;6 yrs ago;25;3;PS3
9;Puppeteer Review;6 yrs ago;353;0;PS3
7;Mamorukun Curse Review;6 yrs ago;3;1;PS3
8;Divinity: Dragon Commander Review;6 yrs ago;34;6;PC
8;Papers, Please Review;6 yrs ago;64;31;PC
7.5;Cubetractor Review;6 yrs ago;10;0;PC
9;Europa Universalis IV Review;6 yrs ago;125;30;PC
7;Tales of Xillia Review;6 yrs ago;169;2;PS3
6;Space Hulk Review;6 yrs ago;39;7;PC
4;Flashback Review;6 yrs ago;96;4;X360
7.5;Saints Row IV Review;6 yrs ago;389;3;X360
7.5;Saints Row IV Review;6 yrs ago;30;18;PS3
7;Hatsune Miku: Project Diva F Review;6 yrs ago;165;2;PS3
7.5;Saints Row IV Review;6 yrs ago;106;9;PC
7;Kingdom Hearts HD 1.5 ReMIX Review;6 yrs ago;384;7;PS3
7;Killzone: Mercenary Review;6 yrs ago;313;10;VITA
9;Beyond: Two Souls Review;6 yrs ago;366;61;PS3
8;Total War: Rome II Review;6 yrs ago;824;18;PC
7;KickBeat Review;6 yrs ago;6;0;VITA
8;Amnesia: A Machine for Pigs Review;6 yrs ago;323;9;PC
6;NHL 14 Review;6 yrs ago;14;4;PS3
8;Diablo III Review;6 yrs ago;551;6;PS3
7;Steamworld Dig Review;6 yrs ago;10;6;3DS
6;Foul Play Review;6 yrs ago;1;1;X360
6;Legend of Dungeon Review;6 yrs ago;25;1;PC
3;Dragon Fantasy Book II Review;6 yrs ago;9;0;VITA
4.5;DuckTales Remastered Review;6 yrs ago;3065;2;PS3
7;Payday 2 Review;6 yrs ago;17;2;PS3
7;Payday 2 Review;6 yrs ago;14;0;X360
7;Divekick Review;6 yrs ago;99;0;PS3, VITA
7;Divekick Review;6 yrs ago;1;0;VITA
9;Guacamelee! Review;6 yrs ago;165;1;PS3
9;Guacamelee! Review;6 yrs ago;20;5;VITA
7.5;Guacamelee! El Diablo's Domain Review;6 yrs ago;16;0;PS3
7.5;Guacamelee! El Diablo's Domain Review;6 yrs ago;0;0;VITA
9;Guacamelee! Gold Edition Review;6 yrs ago;123;1;PC
6;Disney Infinity Review;6 yrs ago;122;3;X360
8;Race the Sun Review;6 yrs ago;55;12;PC
6;Castlevania: Lords of Shadow - Reverie Review;6 yrs ago;0;1;PS3
7;Castlevania: Lords of Shadow Ultimate Edition Review;6 yrs ago;96;18;PC
7;Marlow Briggs and the Mask of Death Review;6 yrs ago;74;9;PC
4;Doorways Review;6 yrs ago;21;4;PC
8;Disgaea D2: A Brighter Darkness Review;6 yrs ago;16;5;PS3
6;The Bureau: XCOM Declassified Review;6 yrs ago;160;0;X360
6;The Bureau: XCOM Declassified Review;6 yrs ago;9;0;PS3
6;The Bureau: XCOM Declassified Review;6 yrs ago;155;7;PC, PS3, X360
8;Tom Clancy's Splinter Cell: Blacklist Review;6 yrs ago;505;14;X360, PS3
8;Tom Clancy's Splinter Cell: Blacklist Review;6 yrs ago;26;2;PS3
5;Lost Planet 3 Review;6 yrs ago;16;2;X360, PS3, PC
5;Lost Planet 3 Review;6 yrs ago;303;3;PC
5;Lost Planet 3 Review;6 yrs ago;28;2;X360
8;Card Hunter Review;6 yrs ago;1;2;WEB
3;Teenage Mutant Ninja Turtles: Out of the Shadows Review;6 yrs ago;135;10;X360
7;Disney Castle of Illusion HD Review;6 yrs ago;62;18;X360
8.5;Diablo III Review;6 yrs ago;1297;4;PC
9.5;Gone Home Review;6 yrs ago;1883;59;PC
5;The Raven: Legacy of a Master Thief Review;6 yrs ago;90;2;PC
8.5;Tomb Raider Review;6 yrs ago;2189;9;X360
5;Scribblenauts Unmasked Review;6 yrs ago;105;5;3DS, WIIU
7;Rain Review;6 yrs ago;1327;4;PS3
7;The Walking Dead: 400 Days - A Noble Experiment Review;6 yrs ago;163;2;PC
8.5;Tomb Raider Review;6 yrs ago;31;10;PS3
7;Ibb and Obb Review;6 yrs ago;25;2;PS3
7.5;Gears of War: Judgment Review;6 yrs ago;681;5;X360
2.5;R.I.P.D. The Game Review;6 yrs ago;234;2;PC
8;Fallen Enchantress: Legendary Heroes Review;6 yrs ago;37;8;PC
3.1;Doom Review;6 yrs ago;0;3;SAT
6;MechWarrior Online Review;6 yrs ago;9;4;PC
9;Metro: Last Light Review;6 yrs ago;116;31;X360
5;Alien Rage Review;6 yrs ago;24;10;PC
8.5;Darksiders II Review;6 yrs ago;0;8;X360
8.5;Darksiders II Review;6 yrs ago;30;21;PS3
8;Darksiders II Review;6 yrs ago;0;2;PC
8;Darksiders II Review;6 yrs ago;0;1;WIIU
7.5;Sly Cooper: Thieves in Time Review;6 yrs ago;192;4;PS3
8;Uncharted 2 Siege Expansion Pack Review;6 yrs ago;0;0;PS3
8;Giana Sisters: Twisted Dreams Review;6 yrs ago;28;10;X360
7;New Super Mario Bros. 2 Review;6 yrs ago;0;5;3DS
8;Red Dead Redemption: Undead Nightmare Pack Review;6 yrs ago;0;3;PS3
9.2;The Legend of Zelda: A Link to the Past Review;6 yrs ago;2;6;GBA
7;Call of Duty 4 Review;6 yrs ago;0;19;DS
7.5;The Incredible Adventures of Van Helsing Review;6 yrs ago;120;34;PC
8;Terraria Review;6 yrs ago;91;9;X360
5;Tokyo Jungle Review;6 yrs ago;0;5;PS3
7;Do Not Fall Review;6 yrs ago;11;3;PS3
7;Dust: An Elysian Tail Review;6 yrs ago;148;4;X360
8.9;Crimson Skies: High Road to Revenge Review;6 yrs ago;1;1;XBOX
8;Call of Juarez: Gunslinger Review;6 yrs ago;241;13;X360
8;CastleStorm Review;6 yrs ago;22;6;X360
8.3;Half-Life 2 Review;6 yrs ago;2;2;XBOX
8.6;The Elder Scrolls IV: Shivering Isles Review;6 yrs ago;0;1;PC
8.6;The Elder Scrolls IV: Shivering Isles Review;6 yrs ago;0;0;X360
4.5;Resident Evil 6 Review;6 yrs ago;3651;17;X360
4.5;Resident Evil 6 Review;6 yrs ago;637;50;PS3
8.5;Cloudberry Kingdom Review;6 yrs ago;166;1;X360
8.5;Far Cry 2 Review;6 yrs ago;0;2;PS3
9;Legacy of Kain: Soul Reaver Review;6 yrs ago;0;1;DC
6;Armored Core: Verdict Day Review;6 yrs ago;4;6;X360
6.5;Lollipop Chainsaw Review;6 yrs ago;113;6;X360
6.5;Lollipop Chainsaw Review;6 yrs ago;83;5;PS3
5;Dragon Age: Origins - Witch Hunt Review;6 yrs ago;1;0;PC
5;Dragon Age: Origins - Witch Hunt Review;6 yrs ago;1;0;PS3
5;Dragon Age: Origins - Witch Hunt Review;6 yrs ago;1;0;X360
7.5;Charlie Murder Review;6 yrs ago;50;1;X360
5.5;Dragon Age II: Legacy Review;6 yrs ago;0;0;X360
5.5;Dragon Age II: Legacy Review;6 yrs ago;0;1;PC
8.7;Psychonauts Review;6 yrs ago;0;6;PS2
7.5;Gunpoint Review;6 yrs ago;20;0;PC
9;The Walking Dead: 400 Days Review;6 yrs ago;18;0;PS3
9;The Walking Dead: 400 Days Review;6 yrs ago;179;8;X360
6.5;Transformers: War for Cybertron Review;6 yrs ago;0;0;PS3
7.5;Assassin's Creed: Brotherhood - The Da Vinci Disappearance Review;6 yrs ago;0;0;X360
9;Max Payne 3 Review;6 yrs ago;112;16;PC
8.5;Limbo Review;6 yrs ago;33;0;VITA
6.5;Spec Ops: The Line Review;6 yrs ago;1;2;X360
6.5;Spec Ops: The Line Review;6 yrs ago;16;1;PS3
6.5;Spec Ops: The Line Review;6 yrs ago;0;17;PC
8.5;Condemned 2: Bloodshot Review;6 yrs ago;2;4;X360
4;Mass Effect: Pinnacle Station Review;6 yrs ago;0;1;X360
8.5;Fire Emblem: Awakening Review;6 yrs ago;337;17;3DS
6;A.R.E.S. Extinction Agenda EX Review;6 yrs ago;13;0;X360
7.4;Battlefield 2: Armored Fury Review;6 yrs ago;0;5;PC
2;Takedown: Red Sabre Review;6 yrs ago;2;5;PC
8;Sleeping Dogs Review;6 yrs ago;47;6;PS3
8;Sleeping Dogs Review;6 yrs ago;300;7;X360
8;Sleeping Dogs Review;6 yrs ago;85;24;PC
8.5;Hotline Miami Review;6 yrs ago;104;7;PC
8.5;Hotline Miami Review;6 yrs ago;25;0;VITA
9;Runner 2: Future Legend of Rhythm Alien Review;6 yrs ago;52;1;WIIU
9;Runner 2: Future Legend of Rhythm Alien Review;6 yrs ago;74;1;PC
7;RollerCoaster Tycoon Review;6 yrs ago;0;0;XBOX
4.5;ZombiU Review;6 yrs ago;389;5;WIIU
9;Metro: Last Light Review;6 yrs ago;1390;13;PC
9;Metro: Last Light Review;6 yrs ago;34;7;PS3
7;Shadow Warrior Review;6 yrs ago;22;18;PC
7.5;Star Wars: The Old Republic - Rise of the Hutt Cartel Review;6 yrs ago;52;0;PC
9;Guild Wars 2 Review;6 yrs ago;474;25;PC
7;The Elder Scrolls V: Skyrim - Dawnguard Review;6 yrs ago;242;3;X360
7.3;Ultima Online Age of Shadows Review;6 yrs ago;0;1;PC
8;Dragon's Crown Review;6 yrs ago;126;9;VITA
8.5;Borderlands 2 Review;6 yrs ago;38;9;PS3
8.5;Borderlands 2 Review;6 yrs ago;48;11;PC
8;Call of Duty: Black Ops II Review;6 yrs ago;0;9;X360
8;Call of Duty: Black Ops II Review;6 yrs ago;18;2;WIIU
8;Sanctum 2 Review;6 yrs ago;35;4;PC
8;Sanctum 2 Review;6 yrs ago;12;1;X360
8;Call of Duty: Black Ops II Review;6 yrs ago;63;3;PS3
8;Call of Duty: Black Ops II Review;6 yrs ago;26;4;PC
8.5;Mark of the Ninja Review;6 yrs ago;31;9;X360
6;Sniper Elite V2 Review;6 yrs ago;72;17;X360
8.5;Counter-Strike: Global Offensive Review;6 yrs ago;176;32;PC
8.5;Counter-Strike: Global Offensive Review;6 yrs ago;22;8;X360
8.5;Counter-Strike: Global Offensive Review;6 yrs ago;39;34;PS3
6.5;Defiance Review;6 yrs ago;210;13;PC
6;Defiance Review;6 yrs ago;10;0;PS3
6;Defiance Review;6 yrs ago;28;1;X360
8;Dragon's Dogma Review;6 yrs ago;364;8;X360
8;Dragon's Dogma Review;6 yrs ago;73;18;PS3
7;Dragon's Dogma: Dark Arisen Review;6 yrs ago;276;19;X360
3.5;DARK Review;6 yrs ago;341;2;PC
8.5;Far Cry 3: Blood Dragon Review;6 yrs ago;285;6;X360
8.5;Far Cry 3: Blood Dragon Review;6 yrs ago;42;6;PC
5.5;Deadpool Review;6 yrs ago;757;27;X360
7;Remember Me Review;6 yrs ago;887;2;X360
7;Remember Me Review;6 yrs ago;71;3;PC
7;Remember Me Review;6 yrs ago;37;10;PS3
5.5;Naruto Shippuden: Ultimate Ninja Storm 3 Review;6 yrs ago;64;4;X360
6;Naruto Shippuden: Ultimate Ninja Storm 3 Review;6 yrs ago;143;29;PS3
8;StarCraft II: Heart of the Swarm Review;6 yrs ago;603;3;PC
7.5;Crysis 3 Review;6 yrs ago;1063;14;PC
7.5;Crysis 3 Review;6 yrs ago;27;1;PS3
7.5;Crysis 3 Review;6 yrs ago;90;4;X360
8;DmC: Devil May Cry Review;6 yrs ago;1088;1;X360
7.5;DmC: Devil May Cry Review;6 yrs ago;163;2;PS3
7;DmC: Devil May Cry - Vergil's Downfall Review;6 yrs ago;10;21;X360
8;God of War: Ascension Review;6 yrs ago;1385;22;PS3
8.5;Grid 2 Review;6 yrs ago;380;11;X360
7;Devil Summoner: Soul Hackers Review;6 yrs ago;28;3;3DS
8;LEGO City Undercover Review;6 yrs ago;204;27;WIIU
9;Dishonored Review;6 yrs ago;111;6;PS3
9;Dishonored Review;6 yrs ago;197;9;X360
9;Dishonored Review;6 yrs ago;339;44;PC
8.5;Dishonored: The Knife of Dunwall Review;6 yrs ago;55;5;X360
8.5;Dishonored: The Knife of Dunwall Review;6 yrs ago;1;0;PS3
8.5;Dishonored: The Knife of Dunwall Review;6 yrs ago;14;1;PC
8.5;Mortal Kombat Komplete Edition Review;6 yrs ago;38;28;PC
9;Ni no Kuni: Wrath of the White Witch Review;6 yrs ago;857;20;PS3
7.5;Strike Suit Zero Review;6 yrs ago;52;2;PC
8;Shin Megami Tensei IV Review;6 yrs ago;194;4;3DS
7.5;Company of Heroes 2 Review;6 yrs ago;346;20;PC
8;State of Decay Review;6 yrs ago;505;19;X360
7;Monster Hunter 3 Ultimate Review;6 yrs ago;81;2;3DS
8;Monster Hunter 3 Ultimate Review;6 yrs ago;259;4;WIIU
7;Injustice: Gods Among Us Review;6 yrs ago;820;2;X360
7;Injustice: Gods Among Us Review;6 yrs ago;157;2;PS3
8;Dead Space 3 Review;6 yrs ago;1211;4;X360
8;Dead Space 3 Review;6 yrs ago;63;15;PS3
4.5;Dead Space 3: Awakened Review;6 yrs ago;131;3;X360
8.5;Spelunky Review;6 yrs ago;122;4;PC
5.5;Rise of the Triad Review;6 yrs ago;183;1;PC
8;Mario & Luigi: Dream Team Review;6 yrs ago;242;7;3DS
5;Killer Is Dead Review;6 yrs ago;555;4;PS3
7;Shadowrun Returns Review;6 yrs ago;319;7;PC
8;Dragon's Crown Review;6 yrs ago;809;2;PS3
7;Shelter Review;7 yrs ago;23;6;PC
7.1;Spycraft: The Great Game Review;7 yrs ago;0;1;PC
5;Open Me Review;7 yrs ago;16;1;VITA
6;Warframe Review (2013);7 yrs ago;120;40;PC
8;Pikmin 3 Review;7 yrs ago;1404;8;WIIU
8;Stealth Inc: A Clone in the Dark Review;7 yrs ago;128;4;PS3
3.5;Time and Eternity Review;7 yrs ago;279;4;PS3
7.5;Guncraft Review;7 yrs ago;52;6;PC
3.5;Pacific Rim Review;7 yrs ago;101;11;X360
7.5;Bleed Review;7 yrs ago;47;0;PC
1;Ride to Hell: Retribution Review;7 yrs ago;327;91;PC
7;The Last Door Review;7 yrs ago;73;3;PC
6;NCAA Football 14 Review;7 yrs ago;203;10;X360
6.5;Project X Zone Review;7 yrs ago;379;1;3DS
2;Scourge: Outbreak Review;7 yrs ago;266;2;X360
4;Leisure Suit Larry: Reloaded Review;7 yrs ago;244;0;PC
8;Wargame: AirLand Battle Review;7 yrs ago;96;5;PC
8.5;New Super Luigi U Review;7 yrs ago;570;10;WIIU
5;Game & Wario Review;7 yrs ago;37;2;WIIU
8;Hotline Miami Review;7 yrs ago;39;1;PS3
7.5;Magrunner: Dark Pulse Review;7 yrs ago;18;1;PC
8;Kentucky Route Zero - Act II Review;7 yrs ago;23;1;PC
5.5;Marvel Heroes Review;7 yrs ago;197;0;PC
7.5;Fist Puncher Review;7 yrs ago;34;0;PC
7;The Night of the Rabbit Review;7 yrs ago;10;1;PC
7;7 Grand Steps Review;7 yrs ago;33;3;PC
8;Reus Review;7 yrs ago;32;2;PC
8;Animal Crossing: New Leaf Review;7 yrs ago;199;32;3DS
5.5;Rush Bros. Review;7 yrs ago;3;0;PC
8;Denpa Men 2: Beyond the Waves Review;7 yrs ago;14;1;3DS
8;The Swapper Review;7 yrs ago;56;11;PC
7;Fuse Review;7 yrs ago;27;1;PS3
7;Fuse Review;7 yrs ago;274;1;X360
6;Renaissance Heroes Review;7 yrs ago;45;2;PC
6.5;Resident Evil: Revelations Review;7 yrs ago;144;9;PC
6.5;Resident Evil: Revelations Review;7 yrs ago;75;4;PS3
6.5;Resident Evil: Revelations Review;7 yrs ago;146;2;X360
6.5;Resident Evil: Revelations Review;7 yrs ago;431;4;WIIU
7;Thunder Wolves Review;7 yrs ago;9;1;PC
7;Donkey Kong Country Returns 3D Review;7 yrs ago;183;4;3DS
8;Anomaly 2 Review;7 yrs ago;17;1;PC
6;Might & Magic Heroes VI - Shades of Darkness Review;7 yrs ago;60;2;PC
4;Eador: Masters of the Broken World Review;7 yrs ago;45;7;PC
6;StarDrive Review;7 yrs ago;16;1;PC
7;Poker Night 2 Review;7 yrs ago;41;3;X360
6.5;Leviathan: Warships Review;7 yrs ago;3;0;PC
7.5;Strike Suit Infinity Review;7 yrs ago;22;2;PC
7;Deadly Premonition: The Director's Cut Review;7 yrs ago;160;5;PS3
7.5;Battle for Graxia Review;7 yrs ago;48;1;PC
5.5;Zeno Clash II Review;7 yrs ago;55;2;PC
7.5;Soul Sacrifice Review;7 yrs ago;128;3;VITA
3.5;Star Trek The Video Game Review;7 yrs ago;432;5;PC
7.5;Thomas Was Alone Review;7 yrs ago;22;0;VITA
7.5;Thomas Was Alone Review;7 yrs ago;4;1;PS3
6;God Mode Review;7 yrs ago;18;0;PC
4;Dead Island: Riptide Review;7 yrs ago;39;10;PS3
4;Dead Island: Riptide Review;7 yrs ago;2061;3;PC
7;Monaco: What's Yours Is Mine Review;7 yrs ago;75;1;X360
8;Surgeon Simulator 2013 Review;7 yrs ago;463;7;PC
7.5;ShootMania Storm Review;7 yrs ago;219;1;PC
7.5;Motocross Madness Review;7 yrs ago;15;18;X360
7.5;Papo & Yo Review;7 yrs ago;42;5;PC
5.5;Age of Empires II HD Edition Review;7 yrs ago;117;113;PC
5;Evoland Review;7 yrs ago;29;7;PC
7.5;Sang-Froid: Tales of Werewolves Review;7 yrs ago;23;1;PC
8;Terraria Review;7 yrs ago;19;5;PS3
8.5;BattleBlock Theater Review;7 yrs ago;19;7;X360
5;Pokemon Mystery Dungeon: Gates to Infinity Review;7 yrs ago;85;3;3DS
7.5;Need for Speed: Most Wanted U Review;7 yrs ago;123;0;WIIU
5;Shattered Haven Review;7 yrs ago;5;0;PC
6;HarmoKnight Review;7 yrs ago;17;0;3DS
7;Sniper: Ghost Warrior 2 Review;7 yrs ago;11;39;PS3
5;Army of Two: The Devil's Cartel Review;7 yrs ago;50;3;PS3
5;Army of Two: The Devil's Cartel Review;7 yrs ago;486;1;X360
7.5;Tiger Woods PGA Tour 14 Review;7 yrs ago;16;11;PS3
7.5;Tiger Woods PGA Tour 14 Review;7 yrs ago;6;3;X360
4.5;Alien Spidy Review;7 yrs ago;5;0;X360
8;Starseed Pilgrim Review;7 yrs ago;1;0;PC
4;The Walking Dead: Survival Instinct Review;7 yrs ago;17;7;PC
4;The Walking Dead: Survival Instinct Review;7 yrs ago;341;4;X360
5.5;WRC Powerslide Review;7 yrs ago;3;2;X360
6.5;Luigi's Mansion: Dark Moon Review;7 yrs ago;1545;32;3DS
7;Worms: Battle Islands Review;7 yrs ago;12;3;PSP
7;Sniper: Ghost Warrior 2 Review;7 yrs ago;109;8;PC
7;Sniper: Ghost Warrior 2 Review;7 yrs ago;7;2;X360
8;Etrian Odyssey IV Review;7 yrs ago;42;3;3DS
8;Darkstalkers Resurrection Review;7 yrs ago;75;2;X360
5.5;Wizardry Online Review;7 yrs ago;45;0;PC
7.5;MLB 13: The Show Review;7 yrs ago;13;0;VITA
8.5;MLB 13: The Show Review;7 yrs ago;49;7;PS3
5;MLB 2K13 Review;7 yrs ago;50;2;X360
5;MLB 2K13 Review;7 yrs ago;14;2;PS3
7;Mass Effect 3: Citadel Review;7 yrs ago;64;4;X360
7;March of the Eagles Review;7 yrs ago;25;0;PC
4.5;Impire Review;7 yrs ago;32;0;PC
7;Castlevania: Lords of Shadow - Mirror of Fate Review;7 yrs ago;163;7;3DS
8;A Valley Without Wind 2 Review;7 yrs ago;14;1;PC
6;Sniper Elite: Nazi Zombie Army Review;7 yrs ago;25;1;PC
7;Brutal Legend Review;7 yrs ago;154;0;PC
7.5;The Bridge Review;7 yrs ago;10;10;PC
6;Oozi: Earth Adventure Review;7 yrs ago;3;0;PC
8;Proteus Review;7 yrs ago;275;3;PC
7;Anodyne Review;7 yrs ago;8;0;PC
4.5;Aliens: Colonial Marines Review;7 yrs ago;1953;2;X360
4.5;Aliens: Colonial Marines Review;7 yrs ago;249;0;PC
5;Akaneiro: Demon Hunters Review;7 yrs ago;96;1;PC
4;Omerta: City of Gangsters Review;7 yrs ago;80;3;PC
7;Retrovirus Review;7 yrs ago;8;0;PC
8.5;Antichamber Review;7 yrs ago;87;3;PC
7.5;Skulls of the Shogun Review;7 yrs ago;7;2;X360
7;Corpse Party: Book of Shadows Review;7 yrs ago;14;4;PSP
7;The Cave Review;7 yrs ago;35;4;X360
2;The War Z Review;7 yrs ago;466;6;PC
7;Earth Defense Force 2017 Portable Review;7 yrs ago;18;0;VITA
7.5;Cart Life Review;7 yrs ago;26;0;PC
7;Little Inferno Review;7 yrs ago;9;7;WIIU
7.5;Forge Review;7 yrs ago;26;1;PC
7.5;Chaos on Deponia Review;7 yrs ago;26;2;PC
7.5;Miasmata Review;7 yrs ago;60;11;PC
7;Black Knight Sword Review;7 yrs ago;48;2;PS3
6.5;Trine 2: Director's Cut Review;7 yrs ago;130;0;WIIU
7;Guardians of Middle-earth Review;7 yrs ago;21;0;X360
6;Baldur's Gate: Enhanced Edition Review;7 yrs ago;260;3;PC
9;Far Cry 3 Review;7 yrs ago;480;11;X360
9;Far Cry 3 Review;7 yrs ago;268;38;PC
9;Far Cry 3 Review;7 yrs ago;95;11;PS3
5.5;Mass Effect 3: Omega Review;7 yrs ago;67;2;X360
7;Ratchet & Clank: Full Frontal Assault Review;7 yrs ago;47;3;PS3
7;FIFA Soccer 13 Review;7 yrs ago;14;1;WIIU
7;Scribblenauts Unlimited Review;7 yrs ago;0;5;WIIU
2.5;Call of Duty: Black Ops Declassified Review;7 yrs ago;303;23;VITA
9;Mass Effect 3: Special Edition Review;7 yrs ago;0;4;WIIU
4;Tank! Tank! Tank! Review;7 yrs ago;38;1;WIIU
8;Disney Epic Mickey: Power of Illusion Review;7 yrs ago;0;0;3DS
6;Ravaged Review;7 yrs ago;18;0;PC
8.5;Lego The Lord of the Rings Review;7 yrs ago;99;7;X360
8.5;Batman: Arkham City - Armored Edition Review;7 yrs ago;58;6;WIIU
7.5;The Walking Dead: Episode 5 - No Time Left Review;7 yrs ago;79;0;PC
7.5;The Walking Dead: Episode 5 - No Time Left Review;7 yrs ago;6;1;PS3
7.5;The Walking Dead: Episode 5 - No Time Left Review;7 yrs ago;32;1;X360
9;Persona 4 Golden Review;7 yrs ago;379;16;VITA
8.5;Sonic & All-Stars Racing Transformed Review;7 yrs ago;17;6;PS3
6;Sonic & All-Stars Racing Transformed Review;7 yrs ago;124;3;WIIU
7.5;Fallen Enchantress Review;7 yrs ago;9;0;PC
8.5;Sonic & All-Stars Racing Transformed Review;7 yrs ago;57;7;X360
8;Lego Harry Potter: Years 1-4 Review;7 yrs ago;0;3;X360
6.5;PlayStation All-Stars Battle Royale Review;7 yrs ago;0;4;VITA
6.5;PlayStation All-Stars Battle Royale Review;7 yrs ago;0;3;PS3
7;Sing Party Review;7 yrs ago;0;4;WIIU
6;Ninja Gaiden 3: Razor's Edge Review;7 yrs ago;66;5;WIIU
6.5;Karateka Review;7 yrs ago;19;1;X360
7.5;Hitman: Absolution Review;7 yrs ago;644;25;X360
8.5;New Super Mario Bros. U Review;7 yrs ago;219;8;WIIU
8;Nintendo Land Review;7 yrs ago;69;5;WIIU
5;Epic Mickey 2: The Power of Two Review;7 yrs ago;95;6;PS3
8;Natural Selection 2 Review;7 yrs ago;0;3;PC
7;Of Orcs and Men Review;7 yrs ago;66;8;PC
5.5;F1 Race Stars Review;7 yrs ago;0;2;PC
5.5;F1 Race Stars Review;7 yrs ago;0;0;PS3
5.5;F1 Race Stars Review;7 yrs ago;8;0;X360
8;Wonderbook: Book of Spells Review;7 yrs ago;0;4;PS3
7.5;Paper Mario: Sticker Star Review;7 yrs ago;191;6;3DS
6;Medal of Honor: Warfighter Review;7 yrs ago;104;9;X360
6.5;Primal Carnage Review;7 yrs ago;0;6;PC
8.5;Zero Escape: Virtue's Last Reward Review;7 yrs ago;15;3;3DS
7;Pid Review;7 yrs ago;2;1;PC
7;Pid Review;7 yrs ago;2;0;X360
7;Little Big Planet Karting Review;7 yrs ago;0;1;PS3
8;WWE '13 Review;7 yrs ago;110;7;X360
5;Super Monkey Ball: Banana Blitz Review;7 yrs ago;0;0;VITA
7;Code of Princess Review;7 yrs ago;0;3;3DS
5.5;Zone of the Enders: HD Collection Review;7 yrs ago;190;1;PS3
6;Zone of the Enders: HD Collection Review;7 yrs ago;0;1;X360
9;Halo 4 Review;7 yrs ago;955;21;X360
6.5;Assassin's Creed III: Liberation Review;7 yrs ago;0;2;VITA
7.5;Need for Speed: Most Wanted Review;7 yrs ago;62;31;PS3
7.5;Need for Speed: Most Wanted Review;7 yrs ago;121;3;X360
7;Painkiller: Hell & Damnation Review;7 yrs ago;0;5;PC
8;Football Manager 2013 Review;7 yrs ago;58;1;PC
6;Medal of Honor: Warfighter Review;7 yrs ago;1;12;PC
6.5;Zombie Driver HD Review;7 yrs ago;4;8;X360
